case;E2SNO (kmol/y);E2S1 (kmol/y);E2RIV (kmol/y);Etot (kmol/y);S1StorFugP (kmol/y);S1StorFugN (kmol/y);S2StorFugP (kmol/y);S2StorFugN (kmol/y);S3StorFugP (kmol/y);S3StorFugN (kmol/y);SNOStorFugP (kmol/y);SNOStorFugN (kmol/y);S1StorPreP (kmol/y);S1StorPreN (kmol/y);S2StorPreP (kmol/y);S2StorPreN (kmol/y);S3StorPreP (kmol/y);S3StorPreN (kmol/y);SNOStorPreP (kmol/y);SNOStorPreN (kmol/y);S1StorIonP (kmol/y);S1StorIonN (kmol/y);S2StorIonP (kmol/y);S2StorIonN (kmol/y);S3StorIonP (kmol/y);S3StorIonN (kmol/y);SNOStorIonP (kmol/y);SNOStorIonN (kmol/y);Fug-stora (kmol/y);Fug-storb (kmol/y);Pre-stora (kmol/y);Pre-storb (kmol/y);Ion-stora (kmol/y);Ion-storb (kmol/y);Fug-Abs (kmol/y);Fug-Sea (kmol/y);Pre-Abs (kmol/y);Pre-Sea (kmol/y);Ion-Abs (kmol/y);Ion-Sea (kmol/y);DecayS1 (kmol/y);DecayS2 (kmol/y);DecayS3 (kmol/y);DecaySNO (kmol/y);Decay (kmol/y);VolatS1 (kmol/y);VolatS2 (kmol/y);VolatS3 (kmol/y);VolatSNO (kmol/y);Volat (kmol/y);Fug-Sed (kmol/y);Pre-Sed (kmol/y);Ion-Sed (kmol/y);RGWStorPFug (kmol/y);RGWStorNFug (kmol/y);RGWStorPPre (kmol/y);RGWStorNPre (kmol/y);RGWStorPIon (kmol/y);RGWStorNIon (kmol/y);RGWS1PFug (kmol/y);RGWS1NFug (kmol/y);RGWS2PFug (kmol/y);RGWS2NFug (kmol/y);RGWS3PFug (kmol/y);RGWS3NFug (kmol/y);RGWS1PPre (kmol/y);RGWS1NPre (kmol/y);RGWS2PPre (kmol/y);RGWS2NPre (kmol/y);RGWS3PPre (kmol/y);RGWS3NPre (kmol/y);RGWS1PIon (kmol/y);RGWS1NIon (kmol/y);RGWS2PIon (kmol/y);RGWS2NIon (kmol/y);RGWS3PIon (kmol/y);RGWS3NIon (kmol/y);RGWDecay (kmol/y)
85-43-8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
7287-19-6;0.28673;1.0513;1.81E-02;1.3561;0;-7.14E-02;5.54E-02;0;0;-0.27009;1.52E-02;0;0;0;0;0;0;0;0;0;0;-2.88E-05;9.80E-06;0;0;-9.54E-05;2.62E-06;0;0;-0.33813;0;0;0;-1.36E-04;-1.91E-02;-0.98316;0;0;-6.21E-06;-3.03E-04;0;0;0;0;0;-9.46E-04;0;0;-7.01E-03;-7.97E-03;-7.31E-03;0;0;0;-5.03E-03;0;0;0;-1.40E-06;0;0;5.15E-04;0;4.44E-03;0;0;0;0;0;0;0;0;0;2.97E-07;0;2.58E-06;0;0
112-53-8;483.76;4547.6;183.79;5214.9;0;-37.67;0.39456;0;1.74E-02;0;1.7859;0;1.56E-05;0;1.63E-05;0;2.95E-05;0;0;-0.79626;0;0;0;0;0;0;0;0;0;-36.106;0;-0.79646;0;0;-22.858;-84.906;-1.77E-05;0;0;0;-4521;-14.762;-6.15E-02;-48.133;-4653;-0.62133;0;0;-409.26;-417.13;-0.30127;-6.03E-05;0;1.49E-04;0;3.31E-06;0;0;0;0;0;2.22E-03;0;7.76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.18E-03
34256-82-1;3.5123;30.883;0.4648;34.86;0;-0.18396;1.094;0;0;-2.4592;0.11019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.1012;0;0;0;0;-0.29505;-11.895;0;0;0;0;-4.2683;-6.8333;-5.4946;-4.81E-02;-19.126;-0.31226;0;0;-7.84E-02;-0.3984;-4.35E-02;0;0;0;-1.9943;0;0;0;0;0;0;0.24517;0;3.2346;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.4854
298-02-2;4.67E-02;0.42373;2.35E-02;0.494;0;-1.22E-02;0;-8.21E-02;0;-0.10927;1.14E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.22537;0;0;0;0;-6.17E-03;-0.14159;0;0;0;0;-3.60E-02;-4.01E-02;-1.81E-02;-1.33E-04;-9.92E-02;-1.30E-02;0;0;-5.48E-03;-1.96E-02;-2.08E-03;0;0;0;-2.31E-02;0;0;0;0;0;0;2.37E-03;0;2.30E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.23E-03
333-41-5;4.66E-02;0.3869;2.17E-02;0.45523;0;-5.98E-03;4.03E-03;0;2.68E-04;0;1.24E-03;0;0;0;0;0;0;0;0;0;0;-7.07E-09;3.76E-09;0;2.33E-10;0;7.32E-10;0;6.12E-04;0;0;0;0;-7.52E-10;-2.52E-03;-2.27E-02;0;0;-1.27E-09;-2.16E-08;-0.33198;-7.45E-02;-8.48E-03;-5.61E-03;-0.42776;-1.49E-03;0;0;-1.13E-03;-2.63E-03;-1.61E-04;0;0;0;-1.66E-05;0;0;0;-1.11E-11;0;0;1.40E-04;0;3.87E-04;0;0;0;0;0;0;0;0;0;3.84E-10;0;1.28E-09;0;-5.11E-04
87392-12-9;12.008;125.98;1.8647;139.85;0;-3.2241;0.81213;0;0;-8.7082;0.20988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12.164;0;0;0;0;-1.1198;-29.391;0;0;0;0;-32.122;-37.783;-20.498;-0.19706;-96.246;-0.64183;0;0;-6.54E-02;-0.71219;-0.21287;0;0;0;-3.5436;0;0;0;0;0;0;0.54586;0;6.2243;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.2264
123-31-9;20.38;170.48;43.176;234.04;0;-2.4004;0.78853;0;0.4193;0;0.4084;0;0;0;0;0;0;0;0;0;0;-1.08E-02;3.87E-03;0;2.01E-03;0;1.39E-03;0;0;-0.32785;0;0;0;-1.34E-03;-6.1376;-28.316;0;0;-1.42E-02;-0.13196;-129.66;-40.603;-5.3833;-7.1926;-199.04;-1.88E-03;0;0;-6.33E-02;-6.52E-02;-6.45E-05;0;0;3.60E-02;0;0;0;1.94E-04;0;0;0;0.15719;0;0.27018;0;0;0;0;0;0;0;0;0;7.85E-04;0;1.34E-03;0;-0.46633
134523-00-5;2.69E-03;2.42E-02;0.3639;0.39076;0;-5.80E-06;4.10E-07;0;0;-1.81E-06;5.36E-06;0;0;-2.56E-06;0;-1.38E-06;0;-9.96E-09;0;-5.38E-06;0;-1.16E-03;1.00E-03;0;0;-4.60E-03;5.07E-05;0;0;-4.09E-05;0;-9.34E-06;0;-2.08E-02;-3.02E-02;-1.66E-02;-3.41E-08;-1.73E-06;-2.42E-02;-0.29712;-1.37E-04;-9.51E-06;-1.17E-05;-9.05E-06;-1.80E-03;0;0;0;0;0;-7.22E-05;-1.19E-07;0;0;-1.95E-06;0;-5.76E-09;0;-5.79E-03;0;0;2.61E-08;0;2.16E-07;0;0;0;0;0;0;0;0;0;5.00E-04;0;5.29E-03;0;-4.51E-06
108-95-2;4943.3;41433;6125.6;52503;0;-1017.8;313.69;0;224.09;0;124.16;0;1.73E-04;0;2.61E-04;0;4.02E-04;0;0;-10.503;0;-5.7246;1.8936;0;1.3306;0;0.4716;0;0;-125.63;0;-10.476;0;-0.68073;-955.96;-5882.3;-4.63E-04;-4.00E-04;-2.9969;-34.35;-24954;-12767;-2637.1;-1017;-44123;-635.89;0;0;-711.33;-1369.1;-0.19766;-3.05E-03;0;19.244;0;3.66E-04;0;0.12714;0;0;0;81.373;0;207.68;0;0;0;0;0;0;0;0;0;0.50979;0;1.282;0;-310.35
2439-35-2;67.429;563.16;105.75;736.33;0;-4.9276;2.076;0;1.3119;0;0.53279;0;0;0;0;0;0;0;0;0;0;-19.678;7.9806;0;4.7863;0;1.1041;0;0;-0.96766;0;0;0;-5.0663;-11.84;-49.206;0;0;-10.54;-170.11;-125.74;-179.11;-114.3;-3.8153;-486.13;-2.0835;0;0;-0.3384;-2.4545;-7.74E-04;0;0;0;-1.437;0;0;0;-5.1186;0;0;1.0016;0;5.8339;0;0;0;0;0;0;0;0;0;3.7423;0;22.488;0;-26.513
51-21-8;1.19E-04;9.17E-04;2.29E-02;2.39E-02;0;-2.28E-05;1.31E-05;0;4.56E-06;0;1.85E-06;0;0;0;0;0;0;0;0;0;0;-2.00E-05;1.23E-05;0;5.16E-06;0;1.13E-06;0;0;-9.67E-05;0;0;0;-7.99E-05;-2.61E-03;-9.76E-03;0;0;-7.56E-04;-8.45E-03;-1.60E-04;-2.84E-04;-2.21E-04;-5.51E-06;-2.19E-03;-2.24E-08;0;0;-3.33E-07;-3.57E-07;-3.14E-10;0;0;0;-1.18E-05;0;0;0;-1.22E-05;0;0;5.47E-06;0;4.10E-05;0;0;0;0;0;0;0;0;0;5.38E-06;0;3.89E-05;0;-6.72E-05
112-02-7;1.2867;11.134;7.7619;20.182;0;-0.3958;0.17792;0;8.23E-02;0;2.81E-02;0;0;-2.41E-06;0;-3.49E-06;0;-7.70E-06;0;-2.91E-03;0;0;0;0;0;0;0;0;0;-5.10E-02;0;-2.97E-03;0;0;-1.1611;-6.4709;-1.05E-06;-5.25E-05;0;0;-5.9853;-3.83;-1.0404;-0.16725;-12.492;-5.94E-06;0;0;-1.18E-03;-1.19E-03;-1.92E-03;-2.46E-06;0;1.51E-03;0;0;-4.27E-05;0;0;0;0;3.77E-02;0;0.11737;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.15673
15972-60-8;2.625;26.119;0.38843;29.132;0;-0.14096;0.84119;0;0;-1.3327;6.92E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.3683;0;0;0;0;-0.20648;-7.8386;0;0;0;0;-4.9903;-7.1286;-5.0243;-4.66E-02;-19.377;-0.25265;0;0;-5.27E-02;-0.31061;-2.99E-02;0;0;0;-1.129;0;0;0;0;0;0;0.1925;0;2.3158;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.3793
79538-32-2;4.29E-03;4.78E-02;2.60E-03;5.47E-02;0;-3.19E-02;0;-1.38E-03;0;-1.70E-05;2.64E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.33E-02;0;0;0;0;-2.55E-04;-1.89E-03;0;0;0;0;-1.42E-02;-2.68E-04;-2.08E-06;-2.91E-07;-1.44E-02;-5.80E-05;0;0;-4.25E-03;-4.72E-03;-5.49E-05;0;0;0;-1.43E-06;0;0;0;0;0;0;4.58E-07;0;1.22E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.97E-07
22224-92-6;4.01E-02;0.3637;2.02E-02;0.424;0;-9.30E-03;5.65E-03;0;0;-1.82E-02;1.00E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.32E-02;0;0;0;0;-4.88E-03;-0.10534;0;0;0;0;-9.51E-02;-0.11056;-6.24E-02;-8.33E-04;-0.28964;-3.83E-05;0;0;-3.45E-04;-3.83E-04;-5.79E-04;0;0;0;-8.40E-03;0;0;0;0;0;0;1.49E-03;0;1.65E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-9.58E-03
793-24-8;31.136;263.15;346.96;641.26;0;-70.276;0;-106.38;0;-40.1;0.91252;0;0;-0.15803;0;-9.33E-04;0;-5.54E-05;0;-7.54E-02;0;-7.50E-02;0;-0.10946;0;-4.13E-02;6.74E-04;0;0;-232.71;0;-0.23436;0;-0.24005;-52.926;-320.66;-5.30E-05;-1.57E-02;-2.18E-02;-0.29128;-17.775;-9.9012;-1.8549;-5.10E-02;-31.517;-0.18244;0;0;-0.19891;-0.38316;-2.257;-4.97E-05;0;0;-5.4266;0;-3.41E-06;0;-4.85E-03;0;0;1.9767;0;3.5963;0;0;0;0;0;0;0;0;0;1.01E-02;0;2.36E-02;0;-0.18213
101-77-9;15.367;128.95;351.2;495.53;0;-6.0139;3.9386;0;0;-2.6365;0.4052;0;0;-9.11E-07;0;-5.69E-07;0;-3.39E-07;0;-3.68E-02;0;-2.92E-02;1.80E-02;0;0;-1.42E-02;1.58E-03;0;0;-13.729;0;-3.68E-02;0;-6.70E-02;-54.299;-331.53;-1.50E-05;-5.09E-03;-0.10508;-1.4344;-13.645;-27.829;-25.759;-0.33343;-94.252;-2.54E-03;0;0;-5.20E-02;-5.46E-02;-1.08E-02;-1.20E-06;0;0;-6.9139;0;-1.73E-06;0;-2.92E-02;0;0;1.6067;0;12.608;0;0;0;0;0;0;0;0;0;7.28E-03;0;5.92E-02;0;-7.3436
123-30-8;9.0932;76.029;58.566;143.69;0;-1.5951;0.50663;0;0.47806;0;0.14064;0;0;0;0;0;0;0;0;0;0;-1.485;0.51536;0;0.4876;0;8.84E-02;0;0;-0.20696;0;0;0;-0.1414;-6.8906;-29.506;0;0;-2.2527;-27.28;-23.275;-27.667;-13.477;-0.85389;-77.369;-3.99E-03;0;0;-2.77E-02;-3.17E-02;-4.34E-05;0;0;0;-9.96E-02;0;0;0;-0.10953;0;0;0.23613;0;1.1659;0;0;0;0;0;0;0;0;0;0.2453;0;1.1773;0;-2.6166
29232-93-7;8.00E-02;0.72359;4.02E-02;0.84376;0;-4.51E-02;0;-0.14465;0;-0.10343;2.05E-03;0;0;0;0;0;0;0;0;0;0;-1.33E-06;0;-3.80E-06;0;-2.68E-06;3.22E-08;0;0;-0.30725;0;0;0;-8.03E-06;-7.78E-03;-0.14569;0;0;-1.45E-07;-3.57E-06;-0.18133;-0.13101;-3.72E-02;-5.61E-04;-0.35986;-1.49E-02;0;0;-4.58E-03;-1.99E-02;-3.26E-03;0;0;0;-1.55E-02;0;0;0;-3.45E-07;0;0;2.62E-03;0;1.63E-02;0;0;0;0;0;0;0;0;0;2.04E-07;0;1.55E-06;0;-3.42E-03
613-62-7;20.946;199.59;16.531;237.07;0;-1.7939;0.60749;0;2.19E-02;0;0.41673;0;0;-3.68E-04;0;-3.85E-04;0;-7.00E-04;0;-3.62E-02;0;0;0;0;0;0;0;0;0;-0.74879;0;-3.78E-02;0;0;-2.3988;-12.316;-2.30E-05;-1.87E-03;0;0;-201.63;-7.6199;-0.17447;-2.1153;-213.88;-0.27909;0;0;-7.2786;-7.6133;-7.38E-02;-2.18E-05;0;0;-3.61E-05;0;-1.80E-04;0;0;0;0;9.00E-03;0;1.85E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.10E-02
102-09-0;197.47;1708.3;296.34;2202.1;0;-15.168;0;-5.91E-02;0.17146;0;0.22747;0;4.16E-05;0;2.04E-05;0;0;0;0;-0.386;0;0;0;0;0;0;0;0;0;-15.004;0;-0.38673;0;0;-30.425;-118.09;-5.31E-06;0;0;0;-1563.2;-111.9;-5.1589;-6.7466;-1799.1;-6.3773;0;0;-188.08;-239.08;-2.20E-02;-4.58E-06;0;1.37E-02;0;0;0;0;0;0;0;0.19802;0;0.10289;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.31723
1073-69-4;9.3759;78.476;55.273;143.13;0;-2.9658;0.93659;0;0.84062;0;0.26076;0;0;-1.26E-07;0;-2.96E-08;1.12E-07;0;0;-6.53E-03;0;-7.60E-03;2.24E-03;0;2.03E-03;0;4.82E-04;0;0;-0.38623;0;-6.53E-03;0;-1.49E-03;-8.4776;-50.486;-3.62E-06;-1.18E-03;-8.61E-03;-0.11553;-30.314;-29.447;-11.21;-1.017;-83.456;-0.11799;0;0;-6.15E-02;-0.18018;-1.16E-03;-2.45E-07;0;0;-4.06E-02;5.14E-07;0;0;-8.91E-05;0;0;0.382;0;1.5742;0;0;0;0;0;0;0;0;0;9.18E-04;0;3.89E-03;0;-1.9213
108-80-5;63.813;534.56;2225.6;2824;0;-2.6631;1.8451;0;0;-9.7879;0.2676;0;0;0;0;0;0;0;0;-0.12116;0;-22.312;17.632;0;0;-85.772;1.1914;0;0;-27.539;0;-0.12116;0;-249.32;-199.72;-301.36;0;0;-149.37;-1896.5;0;0;0;0;0;-1.70E-11;0;0;-1.16E-09;-1.18E-09;-3.84E-05;0;0;0;-9.6832;0;0;0;-99.386;0;0;0.90119;0;9.5479;0;0;0;0;0;0;0;0;0;8.7262;0;89.862;0;0
96-76-4;60.323;586.03;41.193;687.56;0;-394.76;0;-177.56;0;-18.849;1.2411;0;0;-1.90E-03;0;-1.99E-03;0;-3.62E-03;0;-9.86E-02;0;-0.34743;0;-0.16025;0;-1.72E-02;8.12E-04;0;0;-593.29;0;-0.10731;0;-0.52306;-6.8649;-51.446;-4.47E-05;-2.48E-03;-5.39E-03;-5.66E-02;0;0;0;0;0;-7.5619;0;0;-24.67;-32.912;-2.3043;-9.49E-05;0;0;-1.5718;0;-8.16E-04;0;-1.68E-03;0;0;1.02;0;0.52159;0;0;0;0;0;0;0;0;0;1.84E-02;0;1.25E-02;0;0
95-53-4;69.819;584.16;365.33;1019.3;0;-21.333;4.9776;0;5.2816;0;1.688;0;0;-6.02E-05;0;-8.87E-05;0;-1.94E-04;0;-9.67E-02;0;-5.46E-03;1.18E-03;0;1.29E-03;0;3.12E-04;0;0;-5.7496;0;-9.87E-02;0;-1.78E-03;-55.019;-319.78;-3.82E-05;-2.10E-03;-5.51E-03;-7.31E-02;-242.22;-203.98;-67.743;-6.7323;-597.16;-13.532;0;0;-24.912;-41.393;-5.82E-03;-8.80E-05;0;6.61E-02;0;0;-1.21E-03;1.56E-05;0;0;0;2.2841;0;8.4556;0;0;0;0;0;0;0;0;0;5.50E-04;0;2.10E-03;0;-10.815
54-31-9;4.83E-03;4.05E-02;1.9045;1.9498;0;-1.06E-05;5.56E-08;0;0;-4.32E-07;1.01E-05;0;0;0;0;0;0;0;0;0;0;-1.86E-03;2.01E-03;0;0;-7.84E-03;8.49E-05;0;0;-1.76E-04;0;0;0;-7.43E-02;-0.15809;-8.66E-02;0;0;-0.12383;-1.5056;-2.16E-05;-8.39E-07;-2.92E-07;-1.56E-06;-8.34E-04;0;0;0;0;0;-2.98E-06;0;0;0;-5.80E-07;0;0;0;-1.27E-02;0;0;2.20E-07;0;5.98E-07;0;0;0;0;0;0;0;0;0;9.73E-04;0;1.17E-02;0;-1.37E-07
112-18-5;36.133;352.46;22.277;410.86;0;-0.15917;6.02E-02;0;0;-0.22811;1.48E-02;0;1.50E-06;0;1.56E-06;0;2.82E-06;0;0;-4.77E-02;0;-19.835;12.774;0;0;-58.789;0.2093;0;0;-0.62103;0;-4.77E-02;0;-132.44;-1.7413;-2.01;-3.00E-06;0;-13.644;-222.34;-1.6326;-1.0533;-1.3382;-1.41E-02;-4.6936;-2.09E-03;0;0;-30.261;-33.017;-0.3446;-1.25E-05;0;0;-0.30565;7.75E-08;0;0;-67.549;0;0;3.27E-04;0;2.54E-03;0;0;0;0;0;0;0;0;0;6.3759;0;61.926;0;-0.4417
2312-35-8;1.2701;12.22;12.203;25.693;0;-5.8839;0;-4.182;0;-0.72599;2.75E-02;0;0;-3.21E-05;0;-3.43E-05;0;-6.32E-05;0;-2.14E-03;0;0;0;0;0;0;0;0;0;-11.165;0;-2.30E-03;0;0;-1.8272;-10.618;-9.81E-07;-5.59E-05;0;0;-1.4442;-0.41923;-4.03E-02;-2.45E-03;-1.9828;-7.72E-06;0;0;-1.26E-03;-1.27E-03;-9.64E-02;-1.83E-06;0;0;-7.29E-02;0;-2.70E-05;0;0;0;0;4.12E-02;0;3.47E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.22E-03
98-54-4;42.08;367.4;61.983;471.46;0;-15.772;0;-23.249;0;-110.46;1.1345;0;0;-8.13E-05;0;-9.52E-05;0;-1.84E-04;0;-9.30E-02;0;-8.71E-02;0;-0.13138;0;-0.61496;4.38E-03;0;0;-200.88;0;-9.41E-02;0;-1.1565;-18.018;-219.73;-4.53E-05;-3.34E-03;-8.54E-02;-1.3005;0;0;0;0;0;-13.251;0;0;-11.433;-28.957;-1.248;-5.49E-05;0;0;-50.253;0;-5.96E-04;0;-0.32512;0;0;5.9883;0;44.07;0;0;0;0;0;0;0;0;0;5.72E-02;0;0.46503;0;0
95-54-5;4.891;40.93;171.19;217.01;0;-1.9096;1.4641;0;0;-6.5366;0.13558;0;0;0;0;0;0;0;0;0;0;-4.87E-03;3.47E-03;0;0;-1.69E-02;2.36E-04;0;0;-19.35;0;0;0;-4.83E-02;-26.74;-167.17;0;0;-2.74E-02;-0.37906;-0.27276;-0.75889;-0.98032;-7.14E-03;-3.0816;-0.16205;0;0;-3.85E-02;-0.2054;-2.24E-04;0;0;0;-7.6516;0;0;0;-1.69E-02;0;0;0.71553;0;7.2586;0;0;0;0;0;0;0;0;0;1.68E-03;0;1.75E-02;0;-0.32752
106-49-0;20.098;168.14;143.12;331.36;0;-6.1379;1.4138;0;1.5142;0;0.47923;0;0;-1.18E-06;0;-1.32E-06;0;-2.30E-06;0;-6.06E-03;0;-1.57E-02;3.36E-03;0;3.69E-03;0;8.88E-04;0;0;-1.8651;0;-6.07E-03;0;-5.67E-03;-21.253;-119.38;-3.53E-06;-6.48E-04;-2.09E-02;-0.272;-69.766;-58.659;-19.451;-1.9291;-176.19;-3.889;0;0;-7.4529;-12.372;-1.71E-03;-1.29E-06;0;2.02E-02;0;0;-1.40E-05;4.75E-05;0;0;0;0.65509;0;2.4233;0;0;0;0;0;0;0;0;0;1.58E-03;0;6.01E-03;0;-3.1087
7786-34-7;5.43E-02;0.49223;2.73E-02;0.57383;0;-1.95E-03;6.30E-04;0;2.10E-04;0;6.80E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.08E-04;0;0;0;0;0;-2.80E-03;-1.35E-02;0;0;0;0;-0.43713;-7.04E-02;-6.05E-03;-2.55E-02;-0.55716;-9.66E-05;0;0;-3.16E-04;-4.12E-04;-3.12E-08;0;0;9.54E-06;0;0;0;0;0;0;0;5.51E-05;0;1.49E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.14E-04
86-50-0;3.84E-02;0.3477;1.93E-02;0.40533;0;-7.98E-03;3.69E-03;0;0;-7.58E-02;9.70E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.11232;0;0;0;0;-8.09E-03;-0.20363;0;0;0;0;-1.44E-02;-2.90E-02;-2.73E-02;-1.39E-04;-8.03E-02;-4.00E-05;0;0;-3.27E-04;-3.67E-04;-6.19E-04;0;0;0;-3.68E-02;0;0;0;0;0;0;2.46E-03;0;3.97E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.37E-03
13071-79-9;4.67E-02;0.39886;2.23E-02;0.4678;0;-3.00E-03;1.72E-03;0;4.77E-05;0;1.06E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.95E-05;0;0;0;0;0;-2.48E-03;-1.79E-02;0;0;0;0;-0.39896;-2.98E-02;-1.22E-03;-5.21E-03;-0.43923;-9.35E-04;0;0;-7.09E-03;-8.10E-03;-1.40E-04;0;0;0;-1.77E-06;0;0;0;0;0;0;2.31E-05;0;2.28E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.46E-05
100-21-0;4419.3;36986;17063;58469;0;-9.5096;0;-2.50E-02;4.30E-03;0;9.2982;0;0;-3.31E-04;0;-1.11E-04;1.88E-04;0;0;-10.693;0;-1685.6;1269.6;0;0;-6430.6;92.666;0;0;-1.1965;0;-10.691;0;-14618;-1414.6;-786.69;-6.51E-03;-2.1317;-2489.4;-37756;-949.49;-18.409;-0.37853;-71.116;-1399.1;-8.73E-04;0;0;-0.27419;-0.27507;-6.55E-03;-4.46E-04;0;0;-6.78E-04;8.48E-04;0;0;-7034.3;0;0;0.15518;0;3.94E-02;0;0;0;0;0;0;0;0;0;634.53;0;6399.9;0;-1.31E-02
128-37-0;23.434;224.31;18.547;266.29;0;-175.18;0;-39.95;0;-2.1904;0.4593;0;0;-5.39E-02;0;-1.21E-03;0;-2.20E-03;0;-4.04E-02;0;-7.72E-03;0;-1.85E-03;0;-1.03E-04;1.52E-05;0;0;-217.55;0;-9.80E-02;0;-9.60E-03;-2.8495;-18.103;-2.66E-05;-1.73E-03;-1.02E-04;-1.03E-03;-12.514;-1.292;-4.26E-02;-1.15E-02;-13.913;-1.6564;0;0;-11.242;-13.076;-0.68363;-3.72E-05;0;0;-0.15718;0;-2.58E-04;0;-8.73E-06;0;0;0.12636;0;3.27E-02;0;0;0;0;0;0;0;0;0;2.30E-04;0;8.52E-05;0;-2.60E-03
70124-77-5;3.96E-03;4.43E-02;2.41E-03;5.07E-02;0;-1.40E-02;0;-3.73E-04;0;-2.36E-06;8.31E-05;0;0;-2.75E-06;0;-1.48E-06;0;-4.63E-13;0;-8.49E-26;0;0;0;0;0;0;0;0;0;-1.43E-02;0;-4.23E-06;0;0;-3.27E-04;-1.95E-03;-1.24E-07;-3.94E-09;0;0;-3.36E-02;-3.75E-04;-3.03E-06;-4.86E-05;-3.40E-02;-5.99E-09;0;0;-2.63E-05;-2.63E-05;-7.91E-05;-3.63E-07;0;0;-6.13E-07;0;-6.27E-11;0;0;0;0;1.18E-07;0;1.22E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.76E-07
2310-17-0;3.31E-02;0.29996;1.67E-02;0.3497;0;-0.10837;0;-0.10366;0;-2.29E-02;8.58E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.23716;0;0;0;0;-2.45E-03;-3.14E-02;0;0;0;0;-5.16E-02;-1.77E-02;-2.12E-03;-8.73E-05;-7.21E-02;-3.81E-03;0;0;-1.36E-03;-5.21E-03;-1.35E-03;0;0;0;-1.63E-03;0;0;0;0;0;0;4.89E-04;0;1.25E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.09E-04
13593-03-8;4.08E-02;0.36986;2.05E-02;0.4312;0;-7.81E-03;5.16E-03;0;3.20E-04;0;9.78E-04;0;0;0;0;0;0;0;0;0;0;-1.96E-09;1.18E-09;0;7.76E-11;0;1.43E-10;0;5.15E-04;0;0;0;0;-1.64E-11;-2.75E-03;-2.99E-02;0;0;-3.70E-10;-7.13E-09;-0.26465;-0.10113;-1.94E-02;-3.66E-03;-0.3983;-1.57E-04;0;0;-3.69E-04;-5.26E-04;-2.02E-04;0;0;0;-1.32E-04;0;0;0;-3.06E-11;0;0;3.32E-04;0;1.49E-03;0;0;0;0;0;0;0;0;0;1.65E-10;0;8.54E-10;0;-1.69E-03
540-97-6;9.8299;102.11;2.9809;114.92;0;-71.606;0;-2.5456;0;-2.39E-02;1.68E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-74.186;0;0;0;0;-0.35536;-2.1511;0;0;0;0;-7.5646;-0.12352;-7.11E-04;-4.50E-05;-7.6936;-20.124;0;0;-9.8082;-30.474;-5.89E-02;0;0;0;-1.24E-03;0;0;0;0;0;0;1.18E-03;0;5.78E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.42E-05
106-51-4;2.9136;24.334;3.8063;31.054;0;-0.34233;0.11202;0;5.97E-02;0;6.22E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.52E-02;0;0;0;0;-0.55203;-2.6839;0;0;0;0;-18.499;-5.7849;-0.76546;-1.0312;-27.752;-1.49E-02;0;0;-1.42E-02;-2.92E-02;-2.99E-06;0;0;5.13E-03;0;0;0;0;0;0;0;2.24E-02;0;3.84E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-6.61E-02
