case,Etot (kmol/y),Fug-stora (kmol/y),Fug-storb (kmol/y),Pre-stora (kmol/y),Pre-storb (kmol/y),Ion-stora (kmol/y),Ion-storb (kmol/y),Fug-Abs (kmol/y),Fug-Sea (kmol/y),Pre-Abs (kmol/y),Pre-Sea (kmol/y),Ion-Abs (kmol/y),Ion-Sea (kmol/y),Decay (kmol/y),Volat (kmol/y),Fug-Sed (kmol/y),Pre-Sed (kmol/y),Ion-Sed (kmol/y),
"92-70-6",  407.21    ,  0.0000    ,-0.22141E-01,  0.0000    ,-0.27535E-01,  0.0000    , -46.200    , -25.083    , -13.898    ,-0.15428E-04,-0.48917E-02, -23.020    , -298.58    ,-0.35672    ,-0.65486E-02,-0.57258E-02,-0.94560E-06,  0.0000    ,
"94-91-7",  10.049    ,  0.0000    ,-0.26046E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.14444E-03,-0.92687    , -4.2963    ,  0.0000    ,  0.0000    ,-0.16108E-02,-0.18263E-01, -4.7781    ,-0.33814E-03,-0.70203E-03,  0.0000    ,  0.0000    ,
"96-93-5",  32.146    ,  0.0000    ,-0.11813E-02,  0.0000    ,  0.0000    ,  0.0000    , -5.7485    , -1.2489    ,-0.65202    ,  0.0000    ,  0.0000    , -1.4721    , -20.441    , -2.5872    ,-0.11674E-03,-0.75589E-08,  0.0000    ,  0.0000    ,
"98-44-2",  27.913    ,  0.0000    ,-0.16027E-02,  0.0000    ,  0.0000    ,  0.0000    , -3.7867    , -1.5104    ,-0.82004    ,  0.0000    ,  0.0000    , -1.4801    , -19.566    ,-0.75005    ,  0.0000    ,-0.23487E-08,  0.0000    ,  0.0000    ,
"99-76-3",  123.13    ,  0.0000    ,-0.22198    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.30055E-01, -3.6397    , -21.371    ,  0.0000    ,  0.0000    ,-0.32894    , -3.9054    , -93.458    ,-0.17106    ,-0.23018E-02,  0.0000    ,  0.0000    ,
"101-43-9",  58.043    ,  0.0000    , -1.3153    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.61291    , -3.9658    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -43.726    , -8.4169    ,-0.33934E-02,  0.0000    ,  0.0000    ,
"102-36-3",  28.991    ,  0.0000    , -7.8977    ,  0.0000    ,-0.35513E-02,  0.0000    ,  0.0000    ,-0.56525    , -5.8483    ,-0.21205E-05,-0.24696E-03,  0.0000    ,  0.0000    , -9.5885    , -5.0274    ,-0.57874E-01,-0.20062E-05,  0.0000    ,
"103-60-6",  10.921    ,  0.0000    ,-0.69442E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.19963    , -1.3683    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -8.6957    ,-0.58821    ,-0.56372E-03,  0.0000    ,  0.0000    ,
"105-05-5",  9.0171    ,  0.0000    , -3.2356    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.71906E-01,-0.51434    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.3527    , -3.8385    ,-0.39303E-02,  0.0000    ,  0.0000    ,
"106-79-6",  64.248    ,  0.0000    ,-0.24507    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.88819    , -5.0528    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -55.687    , -2.3611    ,-0.34348E-02,  0.0000    ,  0.0000    ,
"108-78-1",  50670.    ,  0.0000    , -275.98    ,  0.0000    ,-0.71751    ,  0.0000    , -1.6138    , -4721.8    , -27930.    ,-0.18307E-04,-0.93901E-02, -9.4418    , -126.53    , -17606.    ,-0.26166E-01,-0.11141E-02,-0.99071E-05,  0.0000    ,
"110-64-5",  147.63    ,  0.0000    ,-0.54518E-01,  0.0000    ,  0.0000    , 0.14066E-07,  0.0000    , -1.8727    , -6.6419    ,  0.0000    ,  0.0000    ,-0.60168E-07,-0.37540E-06, -138.86    ,-0.19621    ,-0.41258E-06,  0.0000    ,  0.0000    ,
"111-88-6",  135.08    ,  0.0000    , -11.261    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.12162E-01,-0.98453    , -6.3673    ,  0.0000    ,  0.0000    ,-0.62668E-03,-0.78033E-02, -74.259    , -42.144    ,-0.32291E-01,  0.0000    ,  0.0000    ,
"112-41-4",  3321.4    ,  0.0000    , -71.438    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -13.100    , -71.388    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2467.5    , -697.83    ,-0.60957    ,  0.0000    ,  0.0000    ,
"112-76-5",  143.48    ,  0.0000    , -2.6180    ,  0.0000    ,-0.69648E-01,  0.0000    ,  0.0000    ,-0.62791    , -2.8922    ,-0.17750E-03,  0.0000    ,  0.0000    ,  0.0000    , -124.90    , -12.347    ,-0.31474E-01,-0.13186E-03,  0.0000    ,
"117-21-5", 0.51110    ,  0.0000    ,-0.59758E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.10321E-01,-0.56412E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.39597    ,-0.42414E-01,-0.28841E-05,  0.0000    ,  0.0000    ,
"119-17-5",  62.322    ,  0.0000    ,-0.35365E-02,  0.0000    ,  0.0000    ,  0.0000    , -8.4807    , -3.3658    , -1.8274    ,  0.0000    ,  0.0000    , -3.3022    , -43.669    , -1.6753    ,-0.16372E-05,-0.86868E-07,  0.0000    ,  0.0000    ,
"122-00-9",  73.941    ,  0.0000    ,-0.95900    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.2670    , -7.8736    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -57.361    , -6.4796    ,-0.93461E-03,  0.0000    ,  0.0000    ,
"123-26-2",  1.8654    , 0.23750E-04,  0.0000    ,  0.0000    , -2.4335    , 0.32964E-09,  0.0000    ,-0.68988E-01,-0.46381E-01,-0.70360E-01, -4.1569    ,-0.13054E-09,-0.56922E-08,-0.11219    ,  0.0000    ,-0.30781E-02,-0.24232E-01,  0.0000    ,
"124-30-1",  45.161    ,  0.0000    ,-0.26617E-01,  0.0000    ,-0.10235    ,  0.0000    , -15.003    ,-0.10751    ,-0.95818E-01,-0.73917E-04,-0.11992E-02, -1.4899    , -24.066    , -1.1344    , -3.2086    ,-0.19781E-01,-0.31275E-03,  0.0000    ,
"141-18-4",  14.517    , 0.77419E-02,  0.0000    ,  0.0000    ,-0.23178E-02,  0.0000    ,  0.0000    ,-0.19562    , -1.0853    ,-0.57529E-06,-0.24080E-03,  0.0000    ,  0.0000    , -13.233    ,-0.61248E-02,-0.24715E-02,-0.69259E-07,  0.0000    ,
"144-19-4",  19.280    ,  0.0000    , -2.2129    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.95859    , -9.9799    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.7892    ,-0.33841    ,-0.52126E-03,  0.0000    ,  0.0000    ,
"372-09-8",  984.84    ,  0.0000    ,-0.11536E-01,  0.0000    ,  0.0000    ,  0.0000    , -203.43    , -36.025    , -19.998    ,  0.0000    ,  0.0000    , -46.670    , -667.91    , -10.830    ,-0.29468E-01,-0.94685E-06,  0.0000    ,  0.0000    ,
"540-97-6",  344.75    ,  0.0000    , -222.56    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.0661    , -6.4533    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -23.081    , -91.422    ,-0.17682    ,  0.0000    ,  0.0000    ,
"608-25-3", 0.33117    ,  0.0000    ,-0.62933E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.11589E-05,-0.84880E-02,-0.16122E-01,  0.0000    ,  0.0000    ,-0.55482E-04,-0.25548E-03,-0.30616    ,-0.36928E-04,-0.35601E-07,  0.0000    ,  0.0000    ,
"622-58-2",  18.192    ,  0.0000    ,-0.32097    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.27630    , -1.5768    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -13.798    , -2.2196    ,-0.41453E-03,  0.0000    ,  0.0000    ,
"629-73-2",  1294.4    ,  0.0000    , -28.707    ,  0.0000    , -6.7844    ,  0.0000    ,  0.0000    , -4.9251    , -24.182    ,-0.44005E-02,-0.30360    ,  0.0000    ,  0.0000    , -1111.8    , -117.54    ,-0.30318    ,-0.31035E-02,  0.0000    ,
"693-23-2",  392.45    , 0.17655E-02,  0.0000    ,  0.0000    ,-0.78805E-01,  0.0000    , -106.83    , -6.7285    , -3.7491    ,-0.27348E-04,-0.99111E-02, -15.519    , -244.15    , -15.471    ,-0.86130E-02,-0.36153E-03,-0.24706E-05,  0.0000    ,
"778-94-9",  71.557    ,  0.0000    ,-0.28173    ,  0.0000    ,-0.10352E-01,  0.0000    ,  0.0000    , -1.5253    , -8.2820    ,-0.89542E-05,-0.18216E-02,  0.0000    ,  0.0000    , -58.788    , -2.6671    ,-0.14772E-02,-0.33188E-05,  0.0000    ,
"919-30-2",  110.19    ,  0.0000    ,-0.94678E-01,  0.0000    ,  0.0000    ,  0.0000    , -21.644    , -1.5406    , -1.1162    ,  0.0000    ,  0.0000    , -3.7412    , -59.975    , -22.061    ,-0.23656E-01,-0.51162E-05,  0.0000    ,  0.0000    ,
"947-04-6",  2097.4    ,  0.0000    , -13.423    ,  0.0000    ,-0.26572    ,  0.0000    , -25.144    , -114.86    , -407.09    ,-0.18626E-03,-0.48410E-01, -56.932    , -721.67    , -754.03    , -3.5963    ,-0.43614    ,-0.44003E-04,  0.0000    ,
"1072-63-5",  43.319    ,  0.0000    , -1.1101    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.11342    , -1.4002    , -12.986    ,  0.0000    ,  0.0000    ,-0.72034E-01, -1.2214    , -21.099    , -5.3178    ,-0.14322E-03,  0.0000    ,  0.0000    ,
"1333-07-9",  202.14    ,  0.0000    , -18.031    ,  0.0000    ,-0.10778E-01,  0.0000    ,-0.83548E-01, -22.860    , -147.68    ,-0.49567E-05,-0.14251E-02,-0.58497E-01,-0.68352    , -10.489    , -2.2292    ,-0.10041E-02,-0.57939E-06,  0.0000    ,
"1724-39-6",  41.612    ,  0.0000    , -22.320    ,  0.0000    ,-0.58758E-02,  0.0000    ,  0.0000    ,-0.94796    , -12.047    ,-0.38392E-05,-0.64350E-03,  0.0000    ,  0.0000    ,  0.0000    , -6.1557    ,-0.13736    ,-0.24022E-05,  0.0000    ,
"1889-67-4",  14.070    ,  0.0000    ,-0.25555    ,  0.0000    ,-0.22144E-02,  0.0000    ,  0.0000    ,-0.61017E-01,-0.30780    ,-0.88328E-06,-0.21535E-04,  0.0000    ,  0.0000    , -12.170    , -1.2713    ,-0.24857E-02,-0.37986E-05,  0.0000    ,
"2162-74-5",  14.562    ,  0.0000    ,-0.29454    ,  0.0000    ,-0.62733    ,  0.0000    ,  0.0000    ,-0.56819E-01,-0.29010    ,-0.67366E-03,-0.67335E-01,  0.0000    ,  0.0000    , -12.264    , -1.1652    ,-0.48279E-02,-0.55111E-03,  0.0000    ,
"2370-88-9",  31.883    ,  0.0000    , -7.9640    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.23291    , -2.2278    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.95081    , -20.505    ,-0.14404E-02,  0.0000    ,  0.0000    ,
"2439-35-2",  2209.0    ,  0.0000    , -2.9030    ,  0.0000    ,  0.0000    ,  0.0000    , -15.199    , -35.520    , -147.62    ,  0.0000    ,  0.0000    , -31.619    , -510.35    , -1458.4    , -7.3637    ,-0.23216E-02,  0.0000    ,  0.0000    ,
"2550-06-3",  291.65    ,  0.0000    , -15.575    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.6438    , -32.359    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -219.89    , -17.842    ,-0.35766    ,  0.0000    ,  0.0000    ,
"2705-87-5",  11.341    ,  0.0000    ,-0.23521    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.73373E-01,-0.43412    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -9.2689    , -1.3283    ,-0.71707E-03,  0.0000    ,  0.0000    ,
"2943-75-1",  46.050    ,  0.0000    , -1.0605    ,  0.0000    ,-0.49404E-02,  0.0000    ,  0.0000    ,-0.39611    , -2.5120    ,-0.12977E-05,-0.83188E-04,  0.0000    ,  0.0000    , -36.347    , -5.7229    ,-0.68637E-02,-0.52765E-05,  0.0000    ,
"3081-01-4",  10.577    ,  0.0000    ,-0.71932E-02,  0.0000    ,-0.14230E-02,  0.0000    ,-0.10802E-04,-0.62872    , -1.7674    ,-0.71956E-06,-0.23353E-03,-0.22385E-03,-0.17150E-02, -8.1635    ,-0.15247E-02,-0.45441E-02,-0.62757E-07,  0.0000    ,
"3234-85-3",  27.374    , 0.88103E-02,  0.0000    ,  0.0000    , -73.235    ,  0.0000    ,  0.0000    ,-0.55842E-01,-0.62683E-01,-0.10968    ,-0.58644    ,  0.0000    ,  0.0000    , -1.4555    ,-0.93314    ,-0.79436E-02,-0.39042    ,  0.0000    ,
"3576-88-3",  10.036    ,  0.0000    ,-0.93692E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.50468E-03, -1.1719    , -6.6879    ,  0.0000    ,  0.0000    ,-0.22885E-02,-0.30108E-01, -2.0501    ,  0.0000    ,-0.12775E-06,  0.0000    ,  0.0000    ,
"3779-63-3",  4.6149    ,  0.0000    ,-0.21090    ,  0.0000    ,-0.16967E-02,  0.0000    ,  0.0000    ,-0.44545    , -2.4448    ,-0.20371E-03,-0.19117E-03,  0.0000    ,  0.0000    , -1.5031    ,  0.0000    ,-0.83902E-02,-0.11612E-04,  0.0000    ,
"4245-76-5",  94.748    ,  0.0000    ,-0.17774    ,  0.0000    ,  0.0000    ,  0.0000    , -6.0394    , -5.2384    , -4.4213    ,  0.0000    ,  0.0000    , -4.6269    , -59.732    , -14.518    ,-0.37698E-03,-0.34410E-06,  0.0000    ,  0.0000    ,
"4488-57-7",  89.417    ,  0.0000    , -8.6696    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.81489    , -5.7120    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -20.561    , -53.647    ,-0.76533E-02,  0.0000    ,  0.0000    ,
"4948-15-6",  7.0573    , 0.85146E-02,  0.0000    ,  0.0000    , -1.4474    ,  0.0000    ,-0.56870E-09,-0.45574    ,-0.73161    ,-0.33107    , -3.5204    ,-0.30662E-08,-0.18474E-06,-0.45616    ,  0.0000    ,-0.60575E-01,-0.65574E-01,  0.0000    ,
"5280-68-2",  8.5468    ,  0.0000    ,-0.21722E-01,  0.0000    ,-0.70417E-01,  0.0000    ,-0.33833E-03,-0.62903    , -4.1472    ,-0.26845    ,-0.36535    ,-0.30924E-02,-0.92561E-01, -2.8759    ,  0.0000    ,-0.67596E-01,-0.84477E-02,  0.0000    ,
"5521-31-3",  12.173    ,  0.0000    ,-0.18369    ,  0.0000    ,-0.12898E-02,  0.0000    ,-0.88801E-07, -1.3916    , -7.6898    ,-0.81110E-03,-0.60234E-03,-0.21188E-06,-0.28599E-05, -2.8969    ,  0.0000    ,-0.77131E-02,-0.51889E-04,  0.0000    ,
"6197-30-4",  115.69    ,  0.0000    , -15.500    ,  0.0000    , -1.0840    ,  0.0000    ,  0.0000    ,-0.59544    , -3.2825    ,-0.34871E-04,-0.16676E-02,  0.0000    ,  0.0000    , -95.135    ,-0.13185E-01,-0.13216    ,-0.14997E-03,  0.0000    ,
"6386-38-5",  27.851    ,  0.0000    , -14.140    ,  0.0000    ,-0.41770E-02,  0.0000    ,-0.89805E-03,-0.31796    , -1.9656    ,-0.34773E-05,-0.11698E-02,-0.15082E-04,-0.15398E-03, -11.329    ,-0.28352E-01,-0.65366E-01,-0.21661E-06,  0.0000    ,
"6528-34-3",  30.042    ,  0.0000    ,-0.33420E-02,  0.0000    ,-0.20207E-02,  0.0000    , -3.3448    , -1.8507    , -1.0267    ,-0.10987E-05,-0.83929E-04, -1.6898    , -21.855    ,-0.26917    ,  0.0000    ,-0.19118E-03,-0.10031E-05,  0.0000    ,
"6925-69-5",  5.6892    ,  0.0000    ,-0.16493E-01,  0.0000    ,-0.38984E-03,  0.0000    ,-0.82020E-02,-0.49925    , -2.2531    ,-0.37415E-06,-0.48421E-04,-0.63173E-01,-0.78732    , -2.0587    ,-0.48995E-03,-0.22267E-02,-0.14038E-06,  0.0000    ,
"7328-22-5",  1.7037    ,  0.0000    ,-0.33600E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.34303E-01,-0.23774    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.3932    ,-0.34846E-01,-0.48899E-04,  0.0000    ,  0.0000    ,
"7659-86-1",  457.26    ,  0.0000    , -8.4175    ,  0.0000    ,  0.0000    ,  0.0000    , -4.5011    , -7.4098    , -60.480    ,  0.0000    ,  0.0000    , -2.2344    , -34.984    , -284.86    , -53.894    ,-0.47877    ,  0.0000    ,  0.0000    ,
"10420-33-4",  45.967    ,  0.0000    ,-0.69166E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.31661E-05,-0.90347    , -5.4942    ,  0.0000    ,  0.0000    ,-0.28332E-04,-0.32086E-03, -39.475    ,-0.24246E-01,-0.81348E-05,  0.0000    ,  0.0000    ,
"13122-18-4",  33.851    ,  0.0000    ,-0.28268    ,  0.0000    ,-0.16126E-05,  0.0000    ,  0.0000    ,-0.17724    ,-0.77772    ,-0.55633E-08,-0.10396E-05,  0.0000    ,  0.0000    , -28.627    , -3.9851    ,-0.81309E-03,-0.21531E-08,  0.0000    ,
"13752-51-7",  5.3803    ,  0.0000    ,-0.14393E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.17794E-02,-0.48558    , -2.1896    ,  0.0000    ,  0.0000    ,-0.17660E-01,-0.20253    , -2.4680    ,-0.76332E-03,-0.49416E-06,  0.0000    ,  0.0000    ,
"15267-95-5",  3.3649    ,  0.0000    ,-0.32480E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.55655E-01,-0.11244    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.0131    ,-0.18052    ,-0.42063E-06,  0.0000    ,  0.0000    ,
"15993-42-7", 0.37149    ,  0.0000    ,-0.29412E-04,  0.0000    ,-0.24868E-04,  0.0000    ,-0.41619E-01,-0.22846E-01,-0.12602E-01,-0.24233E-07,-0.67706E-05,-0.20890E-01,-0.27029    ,-0.31685E-02,  0.0000    ,-0.11420E-04,-0.43427E-08,  0.0000    ,
"17865-07-5",  1.8152    ,  0.0000    ,-0.14405E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.33670E-01,-0.12654    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.6359    ,-0.17653E-01,-0.10288E-05,  0.0000    ,  0.0000    ,
"19234-20-9",  7.3787    ,  0.0000    ,-0.10867    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.22903    , -2.2318    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -4.2196    ,-0.58925    ,-0.47405E-04,  0.0000    ,  0.0000    ,
"21542-96-1",  103.39    ,  0.0000    ,-0.38279E-01,  0.0000    , -68.823    ,  0.0000    , -6.9061    ,-0.21617    ,-0.15700    ,-0.23591    ,-0.37687E-02,-0.30523    , -10.079    ,-0.60773    , -8.1384    ,-0.18618E-01, -2.9415    ,  0.0000    ,
"23847-08-7",  10.329    ,  0.0000    ,-0.40629E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.1299    , -5.9964    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.1618    ,-0.69193E-03,-0.62005E-04,  0.0000    ,  0.0000    ,
"24863-70-5",  5.4049    ,  0.0000    ,-0.98051E-02,  0.0000    ,-0.61085E-03,  0.0000    ,  0.0000    ,-0.11821    ,-0.83090    ,-0.40077E-06,-0.13491E-03,  0.0000    ,  0.0000    , -4.3580    ,-0.85730E-01,-0.16404E-02,-0.57473E-07,  0.0000    ,
"26523-78-4",  237.09    , 0.16168E-03,  0.0000    ,  0.0000    , -131.33    ,  0.0000    ,  0.0000    ,-0.47428    ,-0.13245    , -9.8869    , -4610.2    ,  0.0000    ,  0.0000    , -7.0935    ,  0.0000    ,-0.81447E-02, -1.7830    ,  0.0000    ,
"28768-32-3",  17.764    ,  0.0000    ,-0.54050    ,  0.0000    ,-0.13125E-02,  0.0000    ,-0.11778E-03, -1.9477    , -11.852    ,-0.84030E-06,-0.73655E-04,-0.16796E-03,-0.22881E-02, -3.4176    ,-0.31943E-03,-0.25361E-02,-0.58941E-06,  0.0000    ,
"31570-04-4",  622.73    ,  0.0000    ,-0.19913    ,  0.0000    , -657.55    ,  0.0000    ,  0.0000    , -1.2625    , -2.2123    , -13.829    , -3905.5    ,  0.0000    ,  0.0000    , -18.845    ,  0.0000    ,-0.23007E-01, -2.3827    ,  0.0000    ,
"34316-64-8",  8.4984    ,  0.0000    ,-0.16379    ,  0.0000    ,-0.34531E-02,  0.0000    ,  0.0000    ,-0.30560E-01,-0.14508    ,-0.34798E-05,-0.18795E-04,  0.0000    ,  0.0000    , -7.4198    ,-0.73654    ,-0.15771E-02,-0.19912E-04,  0.0000    ,
"36443-68-2",  20.215    ,  0.0000    ,-0.44594    ,  0.0000    , -12.644    ,  0.0000    ,-0.49744E-04,-0.12560    ,-0.69676    ,-0.21708E-02,-0.42559E-02,-0.89683E-05,-0.94786E-04, -6.2749    ,  0.0000    ,-0.24855E-01,-0.32960E-02,  0.0000    ,
"39670-09-2",  1.8013    ,  0.0000    ,-0.31473E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.42509E-01,-0.29195    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.4619    ,-0.16818E-02,-0.47504E-05,  0.0000    ,  0.0000    ,
"51167-18-1",  17.235    , 0.52059E-02,  0.0000    ,  0.0000    ,-0.24262E-02,  0.0000    ,  0.0000    ,-0.49676    , -2.3050    ,-0.13598E-06,-0.24131E-04,  0.0000    ,  0.0000    , -14.432    ,-0.28384E-03,-0.39996E-02,-0.38866E-07,  0.0000    ,
"54839-24-6",  140.91    ,  0.0000    , -1.6190    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.7220    , -17.948    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -107.19    , -11.423    ,-0.19305E-03,  0.0000    ,  0.0000    ,
"56718-71-9",  66.746    ,  0.0000    ,-0.90949E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.39407E-03, -1.2960    , -7.7711    ,  0.0000    ,  0.0000    ,-0.36801E-02,-0.41380E-01, -57.402    ,-0.14179    ,-0.48467E-03,  0.0000    ,  0.0000    ,
"59227-88-2",  2.8398    ,  0.0000    ,-0.21177    ,  0.0000    ,-0.22812E-03,  0.0000    ,  0.0000    ,-0.26559    , -1.4839    ,-0.15506E-06,-0.52986E-04,  0.0000    ,  0.0000    ,-0.85099    ,-0.21754E-01,-0.55814E-02,-0.15156E-07,  0.0000    ,
"62889-66-1",  47.950    ,  0.0000    ,-0.93009    ,  0.0000    ,-0.72847E-02,  0.0000    ,-0.95739E-07, -2.1368    , -11.341    ,-0.44427E-05,-0.33810E-03,-0.11930E-06,-0.12923E-05, -33.389    ,-0.78369E-02,-0.14079    ,-0.75768E-05,  0.0000    ,
"67075-37-0",  1.0941    ,  0.0000    ,-0.14907E-02,  0.0000    ,-0.29166    ,  0.0000    ,-0.81314E-09,-0.67885E-01,-0.82157E-01,-0.50217E-01,-0.56391    ,-0.21793E-09,-0.11937E-07,-0.14606E-01,  0.0000    ,-0.11892E-01,-0.11237E-01,  0.0000    ,
"70356-09-1",  31.114    , 0.55200E-03,  0.0000    ,  0.0000    ,-0.50638E-02, 0.46989E-02,  0.0000    ,-0.36164    , -1.6879    ,-0.23349E-05,-0.80275E-03,-0.62006E-01,-0.68767    , -28.278    ,-0.81044E-02,-0.27590E-01,-0.20295E-06,  0.0000    ,
"74338-72-0", 0.51720    ,  0.0000    ,-0.93193E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.52149E-02,-0.29717E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.40569    ,-0.67259E-01,-0.18662E-04,  0.0000    ,  0.0000    ,
"78605-96-6",  17.029    ,  0.0000    ,-0.26093    ,  0.0000    ,-0.24669E-02,  0.0000    ,  0.0000    ,-0.20414    , -1.1269    ,-0.20115E-05,-0.36001E-03,  0.0000    ,  0.0000    , -14.101    , -1.3269    ,-0.58617E-02,-0.85008E-06,  0.0000    ,
"84170-74-1",  4.2349    ,  0.0000    ,-0.78090E-01,  0.0000    ,-0.75234E-03,  0.0000    ,  0.0000    ,-0.12326    , -1.2285    ,-0.89582E-07,-0.40177E-04,  0.0000    ,  0.0000    , -2.8003    ,-0.14782E-02,-0.21463E-02,-0.21169E-07,  0.0000    ,
"87305-03-1",  2.1174    ,  0.0000    ,-0.77788E-03,  0.0000    ,-0.94409E-04,  0.0000    ,  0.0000    ,-0.36883E-01,-0.13609    ,-0.60295E-07,-0.20098E-04,  0.0000    ,  0.0000    , -1.9364    ,-0.68739E-02,-0.29607E-04,-0.36019E-08,  0.0000    ,
"91273-04-0",  12.425    ,  0.0000    ,-0.16798    ,  0.0000    ,-0.22361E-02,  0.0000    , -1.2939    ,-0.82779E-01,-0.56129    ,-0.26300E-05,-0.29751E-03,-0.23690    , -4.1278    , -5.7547    ,-0.31423E-03,-0.19652    ,-0.21852E-05,  0.0000    ,
"99189-60-3", 0.70165    ,  0.0000    ,-0.12399E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.93526E-01,-0.37835E-01,-0.20953E-01,  0.0000    ,  0.0000    ,-0.37037E-01,-0.48957    ,-0.22651E-01,-0.84845E-07,-0.47301E-07,  0.0000    ,  0.0000    ,
"106461-41-0", 0.60586    ,  0.0000    ,-0.16496E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.14624E-04,-0.54090E-01,-0.25169    ,  0.0000    ,  0.0000    ,-0.15254E-03,-0.17358E-02,-0.29649    ,  0.0000    ,-0.24723E-04,  0.0000    ,  0.0000    ,
"120068-79-3",  66.736    ,  0.0000    , -1.2435    ,  0.0000    ,-0.63514E-02,  0.0000    ,-0.77751E-06, -6.3491    , -36.361    ,-0.25696E-06,-0.30166E-04,-0.13563E-05,-0.18200E-04, -22.723    ,-0.24435E-03,-0.48976E-01,-0.98436E-07,  0.0000    ,
"130755-46-3",  25.090    ,  0.0000    ,-0.35063E-01,  0.0000    , -5.5905    ,  0.0000    ,-0.33838E-07, -1.6490    , -2.5529    , -1.2026    , -12.977    ,-0.19815E-07,-0.11590E-05,-0.57693    ,  0.0000    ,-0.28030    ,-0.26605    ,  0.0000    ,
"137863-20-8",  28.285    ,  0.0000    ,-0.21660E-02,  0.0000    ,-0.10525E-01,  0.0000    , -3.2369    , -1.7201    ,-0.94905    ,-0.62590E-01,-0.13814E-01, -1.5187    , -20.504    ,-0.24017    ,  0.0000    ,-0.25825E-01,-0.14901E-02,  0.0000    ,
"148528-05-6", 0.28354    , 0.98608E-05,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.85140E-01,-0.35030E-02,-0.20376E-02,  0.0000    ,  0.0000    ,-0.11039E-01,-0.17919    ,-0.26483E-02,-0.28899E-04,-0.54472E-08,  0.0000    ,  0.0000    ,
